academicYear,universityName,faculty,departmentName,idOSYM,programType,language,scholarshipRate,quota,occupancyRate,tuitionFee,universityLocation,baseRanking,avgAdmissionRanking,stdDeviationStudents,revenue,outOfCityStudentRate,outOfRegionStudentRate,totalPreference,weightedPreference,top1PreferenceRatio,top3PreferenceRatio,top9PreferenceRatio,avgOrderofPreference,tuitionFeeIncrease,avgAdmittedStudentPrefOrder,top1AdmittedRatio,top3AdmittedRatio,top10AdmittedRatio,admittedPrefTrendRatio,admittedGovPref,admittedPrivPref
2021,TOROS ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Beslenme ve Diyetetik ,205590045,SAY,Turkish,100,6,6,,MERSÝN,155.149,190.288,,,"%33,3",,107,,"%17,8","%33,6","%72,9","7,3",,"4,3","%50,0","%66,7","%83,3",,29,8
2023,KADÝR HAS ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Bilgisayar Mühendisliði,203710674,SAY,English,50,57,57,,ÝSTANBUL,121.823,136.047,,,"%33,3",,339,,"%9,1","%27,7","%71,4","7,7",,"2,8","%31,6","%71,9","%100,0",,224,553
2022,KADÝR HAS ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Bilgisayar Mühendisliði,203710674,SAY,English,50,61,61,,ÝSTANBUL,86.315,88.447,,,"%36,1",,892,,"%8,0","%25,0",607,"7,8",,"6,7","%13,1","%24,6","%82,0",,235,489
2021,KADÝR HAS ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Bilgisayar Mühendisliði,203710674,SAY,English,50,59,59,,ÝSTANBUL,113.244,125.556,,,"%47,5",,742,,"%8,6","%24,5","%72,4","7,2",,"5,1","%11,9","%45,8","%89,8",,208,458
2023,BAÞKENT ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Bilgisayar Mühendisliði ,200611001,SAY,Turkish,25,67,67,,ANKARA,112.439,116.471,,,"%26,9",,381,,"%6,3","%22,6","%65,1","8,2",,"5,3","%9,0","%41,8","%91,0",,174,807
2022,BAÞKENT ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Bilgisayar Mühendisliði ,200611001,SAY,Turkish,25,58,58,,ANKARA,104.617,118.601,,,"%31,0",,566,,"%1,6","%12,4",346,"9,5",,"7,8",%,"%8,6","%79,3",,159,637
2021,BAÞKENT ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Bilgisayar Mühendisliði ,200611001,SAY,Turkish,25,54,54,,ANKARA,125.109,155.352,,,"%16,7",,431,,"%5,3","%20,4","%62,2","8,6",,"7,3","%9,3","%35,2","%72,2",,235,513
2023,HALÝÇ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,201910351,SAY,Turkish,100,9,9,,ÝSTANBUL,228.976,307.721,,,"%27,3",,361,,"%2,8","%10,5","%54,3","9,7",,"4,4","%36,4","%72,7","%81,8",,67,47
2022,HALÝÇ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,201910351,SAY,Turkish,100,8,8,,ÝSTANBUL,220.595,272.817,,,"%37,5",,428,,"%2,8","%8,6",220,"10,7",,"5,8","%12,5","%37,5","%87,5",,59,61
2021,HALÝÇ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,201910351,SAY,Turkish,100,9,9,,ÝSTANBUL,205.772,277.989,,,"%44,4",,358,,"%2,0","%7,0","%48,0","10,8",,"11,0",%,"%11,1","%55,6",,91,75
2023,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,Endüstriyel Tasarým ,210402369,SAY,Turkish,100,5,5,,ÝSTANBUL,191.395,247.141,,,"%50,0",,115,,"%3,5","%12,2","%61,7","9,2",,"6,2","%33,3","%33,3","%83,3",,22,50
2022,NÝÞANTAÞI ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,Endüstriyel Tasarým ,204590591,SAY,Turkish,100,5,5,,ÝSTANBUL,205.488,251.247,,,,,242,,"%5,0","%17,8",134,"10,2",,"9,2","%20,0","%20,0","%40,0",,31,55
2021,NÝÞANTAÞI ÜNÝVERSÝTESÝ,Sanat ve Tasarým Fakültesi,Endüstriyel Tasarým ,204590591,SAY,Turkish,100,6,6,,ÝSTANBUL,250.771,313.017,,,"%33,3",,62,,"%8,1","%27,4","%56,5","8,8",,"7,3",%,"%16,7","%83,3",,39,47
2023,ÝSTANBUL SABAHATTÝN ZAÝM ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýlköðretim Matematik Öðretmenliði ,203211277,SAY,Turkish,100,6,6,,ÝSTANBUL,95.423,128.557,,,"%57,1",,149,,"%7,4","%20,1","%63,1","8,9",,"3,3","%28,6","%71,4","%100,0",,45,24
2022,ÝSTANBUL SABAHATTÝN ZAÝM ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýlköðretim Matematik Öðretmenliði ,203211277,SAY,Turkish,100,7,7,,ÝSTANBUL,92.098,110.014,,,"%28,6",,164,,"%3,7","%21,3",117,"8,0",,"6,6",%,"%28,6","%85,7",,69,49
2021,ÝSTANBUL SABAHATTÝN ZAÝM ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýlköðretim Matematik Öðretmenliði ,203211277,SAY,Turkish,100,8,8,,ÝSTANBUL,83.097,116.900,,,"%62,5",,193,,"%10,9","%26,4","%69,4","7,8",,"4,8","%25,0","%37,5","%87,5",,95,22
2023,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Beslenme ve Diyetetik ,202790521,SAY,Turkish,100,6,6,,ÝSTANBUL,218.739,256.907,,,"%57,1",,240,,"%5,4","%16,3","%47,9","10,5",,"5,7","%14,3","%42,9","%85,7",,37,32
2022,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Beslenme ve Diyetetik ,202790521,SAY,Turkish,100,6,6,,ÝSTANBUL,198.203,257.925,,,"%33,3",,367,,"%6,5","%15,0",184,"10,6",,"5,8","%33,3","%50,0","%83,3",,31,61
2021,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Beslenme ve Diyetetik ,202790521,SAY,Turkish,100,12,12,,ÝSTANBUL,178.250,231.716,,,"%41,7",,375,,"%4,3","%19,5","%56,5","9,9",,"5,8","%8,3","%41,7","%91,7",,54,106
2023,BAHÇEÞEHÝR ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Mimarlýk,200510676,SAY,English,50,25,25,,ÝSTANBUL,148.486,141.332,,,"%60,0",,237,,"%7,6","%20,3","%64,6","8,4",,"4,5","%16,0","%44,0","%96,0",,83,149
2022,BAHÇEÞEHÝR ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Mimarlýk,200510676,SAY,English,50,25,25,,ÝSTANBUL,124.063,136.788,,,"%56,0",,347,,"%5,2","%16,7",233,"8,1",,"6,8","%8,0","%8,0","%88,0",,127,163
2021,BAHÇEÞEHÝR ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Mimarlýk,200510676,SAY,English,50,25,25,,ÝSTANBUL,127.143,138.799,,,"%64,0",,393,,"%9,2","%20,9","%67,4","8,0",,"5,3","%4,0","%40,0","%96,0",,70,172
2023,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Bilgisayar Mühendisliði,202410141,SAY,English,50,81,81,,ÝSTANBUL,148.205,120.524,,,"%40,7",,388,,"%5,4","%20,6","%62,9","8,8",,"5,4","%21,0","%54,3","%84,0",,394,852
2022,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Bilgisayar Mühendisliði,202410141,SAY,English,50,72,72,,ÝSTANBUL,89.568,99.476,,,"%37,5",,1.125,,"%12,3","%39,6",906,"6,2",,"4,7","%8,3","%50,0","%90,3",,331,500
2021,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Bilgisayar Mühendisliði,202410141,SAY,English,50,64,64,,ÝSTANBUL,117.869,133.744,,,"%43,8",,784,,"%11,1","%39,0","%81,6","5,7",,"3,1","%20,3","%60,9","%100,0",,319,405
2023,ATILIM ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Metalurji ve Malzeme Mühendisliði,200210476,SAY,English,50,5,5,,ANKARA,226.883,247.287,,,"%20,0",,97,,%,"%4,1","%49,5","10,7",,"6,6",%,"%20,0","%100,0",,22,40
2022,ATILIM ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Metalurji ve Malzeme Mühendisliði,200210476,SAY,English,50,4,4,,ANKARA,234.289,229.976,,,,,50,,"%2,0","%4,0",27,"10,6",,"6,0",%,"%25,0","%100,0",,13,43
2021,ATILIM ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Metalurji ve Malzeme Mühendisliði,200210476,SAY,English,50,7,3,,ANKARA,298.047,364.657,,,"%0,0",,37,,"%2,7","%10,8","%54,1","10,6",,"2,3","%33,3","%66,7","%100,0",,9,32
2023,ÜSKÜDAR ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,206511241,SAY,Turkish,100,10,10,,ÝSTANBUL,229.685,292.619,,,"%18,2",,449,,"%5,8","%19,6","%61,2","8,8",,"4,5","%45,5","%72,7","%81,8",,72,61
2022,ÜSKÜDAR ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,206511241,SAY,Turkish,100,12,12,,ÝSTANBUL,220.085,239.965,,,"%50,0",,631,,"%6,0","%20,9",407,"8,6",,"8,7","%8,3","%25,0","%66,7",,133,95
2021,ÜSKÜDAR ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,206511241,SAY,Turkish,100,12,12,,ÝSTANBUL,203.637,280.295,,,"%25,0",,398,,"%4,3","%17,6","%58,3","9,0",,"4,9","%8,3","%41,7","%91,7",,87,69
2023,ÝSTANBUL MEDÝPOL ÜNÝVERSÝTESÝ,Güzel Sanatlar Tasarým ve Mimarlýk Fakültesi,Kentsel Tasarým ve Peyzaj Mimarlýðý ,203111615,SAY,Turkish,100,4,4,,ÝSTANBUL,255.401,301.685,,,"%40,0",,145,,"%9,7","%24,1","%59,3","9,4",,"3,8",%,"%20,0","%100,0",,18,34
2022,ÝSTANBUL MEDÝPOL ÜNÝVERSÝTESÝ,Güzel Sanatlar Tasarým ve Mimarlýk Fakültesi,Kentsel Tasarým ve Peyzaj Mimarlýðý ,203111615,SAY,Turkish,100,4,4,,ÝSTANBUL,245.416,228.415,,,"%50,0",,257,,"%8,6","%21,8",148,"9,2",,"6,5","%25,0","%25,0","%75,0",,20,28
2021,ÝSTANBUL MEDÝPOL ÜNÝVERSÝTESÝ,Güzel Sanatlar Tasarým ve Mimarlýk Fakültesi,Kentsel Tasarým ve Peyzaj Mimarlýðý ,203111615,SAY,Turkish,100,5,5,,ÝSTANBUL,278.784,298.983,,,"%60,0",,48,,"%2,1","%31,3","%47,9","10,0",,"6,4",%,"%40,0","%80,0",,39,27
2023,ÝSTANBUL TOPKAPI ÜNÝVERSÝTESÝ,"Güzel Sanatlar, Tasarým ve Mimarlýk Fakültesi",Dijital Oyun Tasarýmý ,205090129,SAY,Turkish,100,7,7,,ÝSTANBUL,133.025,148.501,,,"%50,0",,276,,"%4,7","%18,8","%61,6","9,0",,"8,3",%,"%12,5","%75,0",,73,57
2022,ÝSTANBUL TOPKAPI ÜNÝVERSÝTESÝ,"Güzel Sanatlar, Tasarým ve Mimarlýk Fakültesi",Dijital Oyun Tasarýmý ,205090129,SAY,Turkish,100,6,6,,ÝSTANBUL,145.539,156.241,,,"%66,7",,364,,"%10,2","%26,9",232,"8,8",,"8,5",%,%,"%66,7",,23,56
2021,ÝSTANBUL AYVANSARAY ÜNÝVERSÝTESÝ,"Güzel Sanatlar, Tasarým ve Mimarlýk Fakültesi",Dijital Oyun Tasarýmý ,205090129,SAY,Turkish,100,9,9,,ÝSTANBUL,195.810,206.146,,,"%55,6",,148,,"%4,7","%16,9","%73,0","8,3",,"6,6",%,"%33,3","%88,9",,57,74
2023,ÝSTANBUL MEDÝPOL ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Odyoloji ,203110414,SAY,Turkish,100,5,5,,ÝSTANBUL,236.585,348.782,,,"%33,3",,180,,"%5,6","%15,6","%58,9","9,2",,"3,8","%33,3","%50,0","%100,0",,43,43
2022,ÝSTANBUL MEDÝPOL ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Odyoloji ,203110414,SAY,Turkish,100,5,5,,ÝSTANBUL,219.045,296.851,,,"%40,0",,784,,"%5,7","%19,9",451,"10,1",,"6,2","%20,0","%40,0","%80,0",,40,28
2021,ÝSTANBUL MEDÝPOL ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Odyoloji ,203110414,SAY,Turkish,100,12,12,,ÝSTANBUL,262.318,244.162,,,"%66,7",,96,,"%8,3","%22,9","%61,5","8,9",,"2,7","%50,0","%66,7","%100,0",,73,81
2023,ANTALYA BÝLÝM ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,206410653,SAY,Turkish,100,7,7,,ANTALYA,184.913,180.744,,,"%50,0",,244,,"%8,6","%26,2","%59,4","8,4",,"5,8","%25,0","%62,5","%75,0",,67,13
2022,ANTALYA BÝLÝM ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,206410653,SAY,Turkish,100,6,6,,ANTALYA,214.232,315.045,,,,,438,,"%8,4","%19,6",217,"10,4",,"1,8","%66,7","%83,3","%100,0",,71,24
2021,ANTALYA BÝLÝM ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,206410653,SAY,Turkish,100,6,6,,ANTALYA,220.828,327.270,,,"%50,0",,384,,"%5,7","%17,7","%50,5","9,9",,"7,7","%33,3","%33,3","%83,3",,90,28
2023,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Mühendislik-Mimarlýk Fakültesi,Ýnþaat Mühendisliði ,202710386,SAY,Turkish,100,17,17,,ÝSTANBUL,245.837,255.242,,,"%33,3",,239,,"%2,9","%13,4","%49,0","10,3",,"8,2","%16,7","%22,2","%61,1",,141,157
2022,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Mühendislik-Mimarlýk Fakültesi,Ýnþaat Mühendisliði ,202710386,SAY,Turkish,100,15,15,,ÝSTANBUL,264.644,444.545,,,"%33,3",,87,,"%2,3","%12,6",39,"11,6",,"6,8","%13,3","%40,0","%80,0",,116,121
2021,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Mühendislik-Mimarlýk Fakültesi,Ýnþaat Mühendisliði ,202710386,SAY,Turkish,100,25,18,,ÝSTANBUL,297.940,471.230,,,"%38,9",,107,,"%2,8","%12,1","%52,3","10,2",,"4,7","%16,7","%38,9","%94,4",,114,145
2023,KOÇ ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Elektrik-Elektronik Mühendisliði,203910381,SAY,English,0,94,94,,ÝSTANBUL,94.258,76.095,,,"%59,6",,426,,"%13,6","%38,3","%83,6","5,9",,"2,9","%36,2","%72,3","%97,9",,298,833
2022,KOÇ ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Elektrik-Elektronik Mühendisliði,203910381,SAY,English,0,93,93,,ÝSTANBUL,89.629,64.150,,,"%66,7",,326,,"%15,3","%45,7",282,"5,2",,"2,8","%37,6","%75,3","%98,9",,328,685
2021,KOÇ ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Elektrik-Elektronik Mühendisliði,203910381,SAY,English,0,71,71,,ÝSTANBUL,68.239,56.063,,,"%76,1",,345,,"%14,8","%44,9","%82,9","5,5",,"2,7","%39,4","%73,2","%100,0",,270,386
2023,HASAN KALYONCU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Yazýlým Mühendisliði,201650179,SAY,English,50,22,22,,GAZÝANTEP,132.062,117.436,,,"%27,3",,132,,"%6,1","%26,5","%67,4","8,2",,"5,4","%13,6","%50,0","%81,8",,181,112
2022,HASAN KALYONCU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Yazýlým Mühendisliði,201650179,SAY,English,50,15,15,,GAZÝANTEP,99.393,116.381,,,"%20,0",,177,,"%9,6","%35,6",140,"6,9",,"6,3",%,"%33,3","%86,7",,81,80
2021,HASAN KALYONCU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Yazýlým Mühendisliði,201650179,SAY,English,50,15,15,,GAZÝANTEP,132.291,127.622,,,"%26,7",,215,,"%8,4","%33,0","%72,1","7,6",,"4,1",%,"%66,7","%93,3",,115,72
2023,ÝSTÝNYE ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,208410053,SAY,Turkish,100,10,10,,ÝSTANBUL,233.676,325.536,,,"%18,2",,306,,"%3,6","%11,8","%56,5","9,2",,"6,6","%9,1","%27,3","%90,9",,50,93
2022,ÝSTÝNYE ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,208410053,SAY,Turkish,100,12,12,,ÝSTANBUL,212.344,280.076,,,"%16,7",,414,,"%1,9","%10,9",229,"9,8",,"5,7","%8,3","%33,3","%83,3",,90,114
2021,ÝSTÝNYE ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,208410053,SAY,Turkish,100,12,12,,ÝSTANBUL,200.248,277.433,,,"%8,3",,316,,"%3,2","%11,1","%52,2","10,1",,"7,6","%8,3","%8,3","%83,3",,93,92
2023,HASAN KALYONCU ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Hemþirelik ,201610999,SAY,Turkish,50,22,22,,GAZÝANTEP,221.990,304.514,,,"%18,2",,583,,"%6,5","%24,9","%62,6","9,8",,"8,5","%4,5","%22,7","%72,7",,285,87
2022,HASAN KALYONCU ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Hemþirelik ,201610999,SAY,Turkish,50,23,23,,GAZÝANTEP,215.805,333.261,,,"%21,7",,821,,"%11,4","%30,9",565,"8,4",,"7,8","%4,3","%34,8","%78,3",,175,104
2021,HASAN KALYONCU ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Hemþirelik ,201610999,SAY,Turkish,50,25,25,,GAZÝANTEP,210.123,295.227,,,"%48,0",,375,,"%9,9","%25,9","%56,5","9,5",,"7,6","%4,0","%28,0","%72,0",,275,91
2023,KTO KARATAY ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Endüstri Mühendisliði ,204090147,SAY,Turkish,50,23,23,,KONYA,222.445,239.419,,,"%17,4",,124,,"%19,4","%40,3","%67,7","7,4",,"2,3","%26,1","%91,3","%100,0",,106,77
2022,KTO KARATAY ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Endüstri Mühendisliði ,204090147,SAY,Turkish,50,19,19,,KONYA,270.267,315.752,,,"%10,5",,51,,"%11,8","%43,1",38,"7,3",,"3,2","%26,3","%84,2","%94,7",,106,80
2021,KTO KARATAY ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Endüstri Mühendisliði ,204090147,SAY,Turkish,50,20,8,,KONYA,290.990,376.597,,,"%0,0",,40,,"%2,5","%15,0","%45,0","10,2",,"7,0","%12,5","%25,0","%75,0",,55,50
2023,HASAN KALYONCU ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Beslenme ve Diyetetik ,201610909,SAY,Turkish,100,8,8,,GAZÝANTEP,221.319,216.983,,,"%55,6",,465,,"%17,4","%43,4","%73,3","7,4",,"2,8","%44,4","%77,8","%100,0",,31,36
2022,HASAN KALYONCU ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Beslenme ve Diyetetik ,201610909,SAY,Turkish,100,10,10,,GAZÝANTEP,240.891,277.192,,,"%40,0",,330,,"%17,3","%42,7",252,"6,9",,"4,7","%50,0","%60,0","%80,0",,82,51
2021,HASAN KALYONCU ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Beslenme ve Diyetetik ,201610909,SAY,Turkish,100,10,10,,GAZÝANTEP,180.296,230.460,,,"%70,0",,140,,"%18,6","%42,1","%70,0","7,3",,"2,9","%40,0","%80,0","%90,0",,63,60
2023,ÝSTANBUL KÜLTÜR ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon ,203011555,SAY,Turkish,100,4,4,,ÝSTANBUL,239.520,331.669,,,,,152,,"%3,3","%11,8","%39,5","11,9",,"9,5","%25,0","%25,0","%50,0",,35,36
2022,ÝSTANBUL KÜLTÜR ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon ,203011555,SAY,Turkish,100,3,3,,ÝSTANBUL,208.527,383.721,,,"%66,7",,300,,"%2,3","%8,3",120,"11,5",,"9,0",%,"%33,3","%66,7",,16,46
2021,ÝSTANBUL KÜLTÜR ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon ,203011555,SAY,Turkish,100,8,8,,ÝSTANBUL,226.929,281.675,,,"%12,5",,211,,"%1,9","%11,8","%46,9","10,6",,"6,5",%,"%37,5","%87,5",,32,77
2023,HALÝÇ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon,201990487,SAY,English,100,6,6,,ÝSTANBUL,222.727,206.301,,,"%50,0",,123,,"%4,1","%10,6","%46,3","10,7",,"6,3","%16,7","%33,3","%83,3",,45,80
2022,HALÝÇ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon,201990487,SAY,English,100,6,6,,ÝSTANBUL,188.923,215.377,,,"%66,7",,211,,"%3,3","%13,3",108,"10,7",,"9,2",%,%,"%50,0",,30,67
2021,HALÝÇ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Fizyoterapi ve Rehabilitasyon,201990487,SAY,English,100,10,10,,ÝSTANBUL,205.043,243.625,,,"%40,0",,146,,"%3,4","%11,0","%43,8","10,9",,"5,3","%20,0","%40,0","%90,0",,35,97
2023,ÝSTANBUL ESENYURT ÜNÝVERSÝTESÝ,Sanat ve Sosyal Bilimler Fakültesi,Dijital Oyun Tasarýmý ,207590324,SAY,Turkish,100,6,6,,ÝSTANBUL,209.017,204.165,,,"%57,1",,294,,"%6,1","%20,4","%69,7","7,9",,"6,0",%,"%28,6","%85,7",,54,67
2023,ÝSTANBUL GALATA ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Beslenme ve Diyetetik ,209810053,SAY,Turkish,100,4,4,,ÝSTANBUL,225.710,312.322,,,"%50,0",,132,,"%4,5","%15,2","%54,5","9,7",,"5,8","%25,0","%25,0","%100,0",,29,34
2022,ÝSTANBUL GALATA ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Beslenme ve Diyetetik ,209810053,SAY,Turkish,100,3,3,,ÝSTANBUL,196.301,180.988,,,,,385,,"%6,0","%19,5",197,"10,4",,"3,3","%33,3","%66,7","%100,0",,9,31
2021,ÝSTANBUL GALATA ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Beslenme ve Diyetetik ,209810053,SAY,Turkish,100,6,6,,ÝSTANBUL,211.518,230.785,,,"%50,0",,200,,"%5,0","%19,0","%56,5","9,5",,"11,2",%,%,"%66,7",,45,79
2023,FENERBAHÇE ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,209010058,SAY,Turkish,100,7,7,,ÝSTANBUL,233.203,301.220,,,"%50,0",,339,,"%3,8","%12,1","%47,2","10,9",,"7,3","%25,0","%50,0","%75,0",,63,45
2022,FENERBAHÇE ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,209010058,SAY,Turkish,100,8,8,,ÝSTANBUL,233.206,290.319,,,"%37,5",,270,,"%2,6","%9,6",116,"11,8",,"10,6",%,"%12,5","%50,0",,98,66
2021,FENERBAHÇE ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ebelik ,209010058,SAY,Turkish,100,8,8,,ÝSTANBUL,211.695,322.044,,,"%12,5",,337,,"%3,0","%14,2","%45,7","11,2",,"9,5",%,"%12,5","%50,0",,71,61
2023,ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ergoterapi ,209310044,SAY,Turkish,100,3,3,,ÝSTANBUL,215.873,274.539,,,"%50,0",,195,,"%4,6","%20,0","%64,6","9,3",,"2,5","%25,0","%75,0","%100,0",,13,14
2022,ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ergoterapi ,209310044,SAY,Turkish,100,5,5,,ÝSTANBUL,271.990,371.072,,,"%40,0",,159,,%,"%9,4",83,"9,9",,"12,0",%,%,"%60,0",,20,73
2021,ÝSTANBUL ATLAS ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,Ergoterapi ,209310044,SAY,Turkish,100,6,6,,ÝSTANBUL,251.666,332.496,,,"%16,7",,294,,"%2,7","%18,7","%52,4","10,4",,"7,8","%33,3","%50,0","%66,7",,39,46
2023,NUH NACÝ YAZGAN ÜNÝVERSÝTESÝ,Güzel Sanatlar ve Tasarým Fakültesi,Mimarlýk ,204610142,SAY,Turkish,100,4,4,,KAYSERÝ,237.840,358.613,,,"%20,0",,86,,"%1,2","%16,3","%66,3","8,1",,"4,0","%20,0","%60,0","%100,0",,33,13
2022,NUH NACÝ YAZGAN ÜNÝVERSÝTESÝ,Güzel Sanatlar ve Tasarým Fakültesi,Mimarlýk ,204610142,SAY,Turkish,100,5,5,,KAYSERÝ,213.741,320.503,,,"%20,0",,81,,"%1,2","%33,3",60,"7,6",,"4,2",%,"%60,0","%100,0",,54,25
2021,NUH NACÝ YAZGAN ÜNÝVERSÝTESÝ,Güzel Sanatlar ve Tasarým Fakültesi,Mimarlýk ,204610142,SAY,Turkish,100,4,4,,KAYSERÝ,198.850,213.519,,,"%75,0",,86,,"%9,3","%36,0","%77,9","6,3",,"2,8","%50,0","%75,0","%100,0",,12,13
2023,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Mühendislik-Mimarlýk Fakültesi,Ýnþaat Mühendisliði,202711145,SAY,English,100,13,13,,ÝSTANBUL,248.700,314.006,,,"%35,7",,214,,"%3,3","%10,7","%47,7","11,1",,"5,2","%14,3","%35,7","%92,9",,62,104
2022,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Mühendislik-Mimarlýk Fakültesi,Ýnþaat Mühendisliði,202711145,SAY,English,100,12,12,,ÝSTANBUL,278.021,364.741,,,"%33,3",,67,,"%1,5","%7,5",29,"12,2",,"8,8",%,"%16,7","%83,3",,54,165
2021,ÝSTANBUL GELÝÞÝM ÜNÝVERSÝTESÝ,Mühendislik-Mimarlýk Fakültesi,Ýnþaat Mühendisliði,202711145,SAY,English,100,25,13,,ÝSTANBUL,288.108,381.144,,,"%46,2",,100,,"%3,0","%10,0","%37,0","11,8",,"4,8","%23,1","%53,8","%84,6",,107,134
