academicYear,universityName,faculty,departmentName,idOSYM,programType,language,scholarshipRate,quota,occupancyRate,tuitionFee,universityLocation,baseRanking,avgAdmissionRanking,stdDeviationStudents,revenue,outOfCityStudentRate,outOfRegionStudentRate,totalPreference,weightedPreference,top1PreferenceRatio,top3PreferenceRatio,top9PreferenceRatio,avgOrderofPreference,tuitionFeeIncrease,avgAdmittedStudentPrefOrder,top1AdmittedRatio,top3AdmittedRatio,top10AdmittedRatio,admittedPrefTrendRatio,admittedGovPref,admittedPrivPref
2023,ÇANKAYA ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Psikoloji,201110571,EA,English,0,12,12,,ANKARA,496.684,549.319,,,"%33,3",,207,,"%6,3","%19,8","%58,0","9,0",,"3,9","%50,0","%66,7","%91,7",,14,126
2022,ÇANKAYA ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Psikoloji,201110571,EA,English,0,12,12,,ANKARA,400.001,582.298,,,"%41,7",,262,,"%2,3","%11,1",149,"10,1",,"9,8",%,"%8,3","%58,3",,25,148
2021,ÇANKAYA ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Psikoloji,201110571,EA,English,0,11,11,,ANKARA,311.501,454.260,,,"%36,4",,187,,"%1,1","%15,5","%67,9","8,2",,"5,5",%,"%36,4","%100,0",,21,89
2023,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Bilgi ve Belge Yönetimi ,202210346,EA,Turkish,100,3,3,,ÝSTANBUL,231.226,385.899,,,"%50,0",,69,,"%4,3","%24,6","%66,7","8,5",,"2,3",%,"%100,0","%100,0",,12,8
2022,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Bilgi ve Belge Yönetimi ,202210346,EA,Turkish,100,3,3,,ÝSTANBUL,350.362,412.205,,,"%33,3",,264,,"%6,1","%20,5",148,"9,8",,"2,7","%33,3","%66,7","%100,0",,3,12
2021,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Bilgi ve Belge Yönetimi ,202210346,EA,Turkish,100,6,6,,ÝSTANBUL,535.353,823.683,,,"%0,0",,35,,"%5,7","%28,6","%62,9","9,2",,"2,8","%16,7","%66,7","%100,0",,29,41
2023,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Ýç Mimarlýk ve Çevre Tasarýmý ,205410698,EA,Turkish,0,32,32,,ANKARA,727.453,750.037,,,"%21,9",,297,,"%8,4","%25,9","%73,4","7,2",,"2,9","%34,4","%75,0","%100,0",,16,410
2022,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Ýç Mimarlýk ve Çevre Tasarýmý ,205410698,EA,Turkish,0,33,33,,ANKARA,503.161,621.405,,,"%45,5",,453,,"%4,9","%22,5",301,"8,3",,"4,0","%21,2","%51,5","%97,0",,37,373
2021,TOBB EKONOMÝ VE TEKNOLOJÝ ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Ýç Mimarlýk ve Çevre Tasarýmý ,205410698,EA,Turkish,0,30,30,,ANKARA,533.644,789.723,,,"%30,0",,145,,"%1,4","%17,9","%67,6","8,3",,"4,8","%3,3","%56,7","%90,0",,16,302
2023,MEF ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Ekonomi,207210031,EA,English,50,25,25,,ÝSTANBUL,682.513,619.945,,,"%4,0",,238,,"%7,1","%18,1","%57,6","9,3",,"1,7","%68,0","%92,0","%100,0",,28,276
2022,MEF ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Ekonomi,207210031,EA,English,50,25,25,,ÝSTANBUL,406.347,471.485,,,"%12,0",,466,,"%4,1","%20,6",259,"9,4",,"3,8","%16,0","%68,0","%92,0",,48,203
2021,MEF ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Ekonomi,207210031,EA,English,50,25,25,,ÝSTANBUL,519.233,517.320,,,"%20,0",,166,,"%5,4","%28,3","%65,7","8,3",,"3,0","%28,0","%76,0","%100,0",,26,183
2023,IÞIK ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yönetim Biliþim Sistemleri,202090269,EA,English,50,35,35,,ÝSTANBUL,355.664,429.908,,,"%14,3",,205,,"%13,2","%40,0","%73,7","6,7",,"2,1","%37,1","%88,6","%100,0",,82,235
2022,IÞIK ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yönetim Biliþim Sistemleri,202090269,EA,English,50,33,33,,ÝSTANBUL,344.583,391.342,,,"%15,2",,393,,"%13,7","%36,1",283,"6,8",,"2,9","%27,3","%66,7","%97,0",,70,200
2021,IÞIK ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yönetim Biliþim Sistemleri,202090269,EA,English,50,31,31,,ÝSTANBUL,454.452,622.913,,,"%16,1",,123,,"%6,5","%27,6","%74,8","7,1",,"3,4","%6,5","%61,3","%100,0",,62,215
2023,TED ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Ýktisadi ve Ýdari Bilimler Programlarý,206710074,EA,English,50,110,110,,ANKARA,575.106,539.987,,,"%14,6",,384,,"%8,9","%30,7","%71,9","7,3",,"4,1","%18,2","%53,6","%97,3",,263,786
2022,TED ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Ýktisadi ve Ýdari Bilimler Programlarý,206710074,EA,English,50,102,102,,ANKARA,488.500,495.062,,,"%18,6",,564,,"%11,2","%26,6",382,"7,9",,"5,1","%16,7","%49,0","%91,2",,267,859
2021,TED ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Ýktisadi ve Ýdari Bilimler Programlarý,206710074,EA,English,50,138,67,,ANKARA,585.934,642.604,,,"%16,4",,199,,"%9,0","%19,1","%62,3","8,7",,"5,1","%26,9","%50,7","%85,1",,116,551
2023,MALTEPE ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Psikoloji,204111278,EA,English,25,12,12,,ÝSTANBUL,876.779,893.284,,,"%25,0",,124,,"%3,2","%17,7","%69,4","8,2",,"2,6","%33,3","%83,3","%100,0",,18,87
2022,MALTEPE ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Psikoloji,204111278,EA,English,25,18,18,,ÝSTANBUL,383.271,585.914,,,"%27,8",,216,,"%0,9","%12,5",129,"9,2",,"5,3",%,"%33,3","%94,4",,21,229
2021,MALTEPE ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Psikoloji,204111278,EA,English,25,33,33,,ÝSTANBUL,352.467,543.600,,,"%39,4",,250,,"%7,2","%24,8","%77,2","7,1",,"2,9","%24,2","%66,7","%100,0",,23,304
2023,ANKARA BÝLÝM ÜNÝVERSÝTESÝ,Güzel Sanatlar ve Tasarým Fakültesi,Ýç Mimarlýk ve Çevre Tasarýmý,209510031,EA,English,50,30,30,,ANKARA,638.760,699.419,,,"%30,0",,260,,"%7,7","%22,3","%71,5","7,9",,"4,6","%20,0","%53,3","%96,7",,96,241
2022,ANKARA BÝLÝM ÜNÝVERSÝTESÝ,Güzel Sanatlar ve Tasarým Fakültesi,Ýç Mimarlýk ve Çevre Tasarýmý,209510031,EA,English,50,21,21,,ANKARA,493.383,581.819,,,"%28,6",,493,,"%7,3","%23,7",323,"8,7",,"5,0","%19,0","%52,4","%85,7",,27,234
2023,ÝZMÝR EKONOMÝ ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Siyaset Bilimi ve Uluslararasý Ýliþkiler,203510658,EA,English,50,37,37,,ÝZMÝR,552.577,692.866,,,"%32,4",,281,,"%7,5","%23,5","%70,8","7,6",,"3,0","%32,4","%78,4","%97,3",,115,233
2022,ÝZMÝR EKONOMÝ ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Siyaset Bilimi ve Uluslararasý Ýliþkiler,203510658,EA,English,50,37,37,,ÝZMÝR,536.170,569.909,,,"%13,5",,389,,"%5,9","%19,3",240,"8,9",,"5,0","%21,6","%51,4","%83,8",,143,224
2021,ÝZMÝR EKONOMÝ ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Siyaset Bilimi ve Uluslararasý Ýliþkiler,203510658,EA,English,50,34,31,,ÝZMÝR,583.245,592.803,,,"%9,7",,125,,"%7,2","%25,6","%83,2","6,4",,"3,0","%29,0","%74,2","%96,8",,88,171
2023,ÇANKAYA ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Yönetim Biliþim Sistemleri,201190060,EA,English,50,34,34,,ANKARA,423.978,467.978,,,"%41,2",,331,,"%7,9","%29,6","%70,1","7,4",,"5,0","%26,5","%55,9","%91,2",,76,295
2022,ÇANKAYA ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Yönetim Biliþim Sistemleri,201190060,EA,English,50,26,26,,ANKARA,441.799,572.207,,,"%42,3",,387,,"%3,4","%15,2",236,"8,8",,"5,2","%3,8","%46,2","%96,2",,71,213
2021,ÇANKAYA ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Yönetim Biliþim Sistemleri,201190060,EA,English,50,20,20,,ANKARA,559.392,711.969,,,"%15,0",,73,,%,"%16,4","%74,0","7,7",,"3,7",%,"%50,0","%100,0",,37,187
2023,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yönetim Biliþim Sistemleri ,210402124,EA,Turkish,50,70,70,,ÝSTANBUL,409.279,575.343,,,"%17,1",,665,,"%24,1","%48,7","%83,0","5,3",,"2,3","%44,3","%85,7","%98,6",,210,402
2022,NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yönetim Biliþim Sistemleri ,204590537,EA,Turkish,50,61,61,,ÝSTANBUL,469.764,554.069,,,"%21,3",,1.450,,"%19,0","%41,7",1144,"6,6",,"4,2","%21,3","%55,7","%93,4",,174,533
2021,NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yönetim Biliþim Sistemleri ,204590537,EA,Turkish,50,53,51,,ÝSTANBUL,587.226,713.807,,,"%15,7",,158,,"%14,6","%38,6","%84,8","5,4",,"2,3","%45,1","%80,4","%100,0",,131,402
2023,ÝSTANBUL SABAHATTÝN ZAÝM ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Psikoloji,203210591,EA,English,25,40,40,,ÝSTANBUL,838.009,642.216,,,"%7,5",,179,,"%16,2","%48,6","%81,0","5,4",,"2,0","%67,5","%92,5","%97,5",,90,303
2022,ÝSTANBUL SABAHATTÝN ZAÝM ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Psikoloji,203210591,EA,English,25,48,48,,ÝSTANBUL,403.709,501.271,,,"%14,6",,230,,"%22,2","%47,4",185,"5,6",,"1,7","%68,8","%91,7","%100,0",,115,400
2021,ÝSTANBUL SABAHATTÝN ZAÝM ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Psikoloji,203210591,EA,English,25,42,42,,ÝSTANBUL,322.681,483.326,,,"%23,8",,222,,"%26,6","%52,7","%88,7","4,7",,"1,6","%71,4","%88,1","%100,0",,60,294
2023,YAÞAR ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Ekonomi,206010142,EA,English,50,21,21,,ÝZMÝR,591.164,702.950,,,"%47,6",,322,,"%2,5","%18,0","%68,3","8,1",,"4,7","%4,8","%57,1","%90,5",,72,171
2022,YAÞAR ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Ekonomi,206010142,EA,English,50,16,16,,ÝZMÝR,574.732,664.689,,,"%37,5",,393,,"%1,8","%12,5",242,"10,0",,"7,9",%,"%18,8","%81,3",,106,122
2021,YAÞAR ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Ekonomi,206010142,EA,English,50,22,5,,ÝZMÝR,572.542,616.296,,,"%40,0",,71,,"%1,4","%8,5","%62,0","9,7",,"3,8","%20,0","%60,0","%100,0",,2,34
2023,ANTALYA BÝLÝM ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Ýþletme,206410111,EA,English,50,28,28,,ANTALYA,735.259,713.507,,,"%10,7",,183,,"%11,5","%45,4","%78,7","6,0",,"2,1","%35,7","%89,3","%100,0",,121,105
2022,ANTALYA BÝLÝM ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Ýþletme,206410111,EA,English,50,20,20,,ANTALYA,565.086,622.996,,,"%10,0",,256,,"%14,1","%45,3",196,"7,0",,"2,4","%30,0","%90,0","%100,0",,52,112
2021,ANTALYA BÝLÝM ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Ýþletme,206410111,EA,English,50,34,5,,ANTALYA,580.919,710.859,,,"%20,0",,31,,"%3,2","%35,5","%87,1","6,1",,"2,2","%20,0","%100,0","%100,0",,18,44
2023,ÝSTANBUL TÝCARET ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Ýç Mimarlýk ve Çevre Tasarýmý ,203490223,EA,Turkish,50,38,38,,ÝSTANBUL,393.212,528.538,,,"%29,0",,348,,"%12,6","%34,2","%77,0","6,7",,"2,7","%60,5","%78,9","%94,7",,81,284
2022,ÝSTANBUL TÝCARET ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Ýç Mimarlýk ve Çevre Tasarýmý ,203490223,EA,Turkish,50,34,34,,ÝSTANBUL,383.705,606.535,,,"%23,5",,1.691,,"%15,1","%33,6",1235,"6,8",,"2,3","%61,8","%82,4","%97,1",,119,283
2023,ÝSTANBUL NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yönetim Biliþim Sistemleri ,210402117,EA,Turkish,0,1,1,,ÝSTANBUL,415.832,753.546,,,,,80,,"%6,3","%41,3","%82,5","5,4",,"6,0",%,%,"%100,0",,2,6
2022,NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yönetim Biliþim Sistemleri ,204590536,EA,Turkish,0,1,1,,ÝSTANBUL,484.118,873.885,,,,,170,,"%2,4","%27,1",122,"8,3",,"2,0",%,"%100,0","%100,0",,---,6
2021,NÝÞANTAÞI ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yönetim Biliþim Sistemleri ,204590536,EA,Turkish,0,1,0.0,,ÝSTANBUL,---,,,,,,4,,%,"%25,0","%50,0","10,3",,,,,,,,
2023,BAÞKENT ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Siyaset Bilimi ve Uluslararasý Ýliþkiler,200612159,EA,English,50,51,51,,ANKARA,537.829,594.212,,,"%33,3",,306,,"%5,6","%20,9","%67,6","7,9",,"3,9","%19,6","%47,1","%94,1",,110,428
2022,BAÞKENT ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Siyaset Bilimi ve Uluslararasý Ýliþkiler,200612159,EA,English,50,47,47,,ANKARA,396.933,563.200,,,"%12,8",,441,,"%6,3","%19,0",268,"8,6",,"5,4","%14,9","%38,3","%91,5",,108,399
2021,BAÞKENT ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Siyaset Bilimi ve Uluslararasý Ýliþkiler,200612159,EA,English,50,47,47,,ANKARA,377.168,520.759,,,"%19,1",,231,,"%4,8","%17,7","%64,9","8,2",,"5,0","%8,5","%36,2","%91,5",,68,368
2023,PÝRÝ REÝS ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Ekonomi ve Finans,204910236,EA,English,50,20,20,,ÝSTANBUL,778.508,849.832,,,,,183,,"%4,9","%25,7","%75,4","7,3",,"3,1","%10,0","%70,0","%100,0",,29,162
2022,PÝRÝ REÝS ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Ekonomi ve Finans,204910236,EA,English,50,22,22,,ÝSTANBUL,703.574,816.814,,,"%18,2",,187,,"%4,3","%18,2",125,"8,5",,"3,8","%13,6","%50,0","%95,5",,39,166
2021,PÝRÝ REÝS ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Ekonomi ve Finans,204910236,EA,English,50,27,3,,ÝSTANBUL,580.978,391.962,,,"%0,0",,25,,%,"%32,0","%84,0","6,2",,"2,0",%,"%100,0","%100,0",,1,11
2023,DEMÝROÐLU BÝLÝM ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Psikoloji ,202650601,EA,Turkish,50,55,55,,ÝSTANBUL,533.116,720.773,,,"%36,4",,537,,"%9,3","%35,2","%75,6","6,9",,"2,9","%27,3","%81,8","%98,2",,109,398
2022,DEMÝROÐLU BÝLÝM ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Psikoloji ,202650601,EA,Turkish,50,64,64,,ÝSTANBUL,576.137,694.392,,,"%42,2",,647,,"%8,5","%23,3",416,"8,4",,"3,6","%31,3","%68,8","%93,8",,181,516
2021,DEMÝROÐLU BÝLÝM ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Psikoloji ,202650601,EA,Turkish,50,63,63,,ÝSTANBUL,494.554,670.304,,,"%42,9",,351,,"%2,0","%17,4","%71,8","7,9",,"5,3","%7,9","%33,3","%92,1",,93,604
2023,YAÞAR ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Lojistik Yönetimi,206090365,EA,English,50,31,31,,ÝZMÝR,560.720,659.105,,,"%12,9",,337,,"%8,9","%29,4","%71,2","7,3",,"4,3","%16,1","%45,2","%93,5",,119,186
2022,YAÞAR ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Lojistik Yönetimi,206090365,EA,English,50,26,26,,ÝZMÝR,538.424,634.233,,,"%30,8",,481,,"%6,2","%21,6",322,"9,3",,"5,6",%,"%26,9","%88,5",,72,206
2021,YAÞAR ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Lojistik Yönetimi,206090365,EA,English,50,26,12,,ÝZMÝR,569.821,677.512,,,"%8,3",,83,,"%1,2","%21,7","%74,7","7,7",,"4,9","%8,3","%41,7","%91,7",,39,63
2023,ATILIM ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Ýþletme,200210201,EA,English,50,30,30,,ANKARA,714.784,604.397,,,"%16,7",,472,,"%3,8","%17,4","%62,1","8,7",,"3,9","%23,3","%63,3","%86,7",,60,254
2022,ATILIM ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Ýþletme,200210201,EA,English,50,31,31,,ANKARA,574.675,687.056,,,"%22,6",,654,,"%2,6","%12,7",370,"9,8",,"5,0","%3,2","%25,8","%100,0",,34,325
2021,ATILIM ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Ýþletme,200210201,EA,English,50,51,10,,ANKARA,583.316,509.625,,,"%10,0",,106,,%,"%10,4","%53,8","9,6",,"5,5",%,"%30,0","%90,0",,34,78
2023,HALÝÇ ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Psikoloji,201990527,EA,English,25,54,54,,ÝSTANBUL,887.285,633.497,,,"%24,1",,255,,"%12,5","%31,0","%76,9","6,6",,"2,5","%55,6","%83,3","%96,3",,52,482
2022,HALÝÇ ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Psikoloji,201990527,EA,English,25,42,42,,ÝSTANBUL,360.066,507.492,,,"%19,1",,489,,"%12,5","%28,8",342,"7,2",,"2,7","%45,2","%76,2","%97,6",,34,428
2021,HALÝÇ ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Psikoloji,201990527,EA,English,25,39,39,,ÝSTANBUL,404.399,548.832,,,"%30,8",,219,,"%14,6","%32,0","%76,3","7,1",,"3,1","%35,9","%66,7","%100,0",,48,340
2023,ÝSTANBUL TÝCARET ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Ýþletme,203490151,EA,English,0,6,6,,ÝSTANBUL,615.795,678.644,,,"%16,7",,109,,"%2,8","%11,0","%53,2","10,2",,"2,2","%33,3","%83,3","%100,0",,7,59
2022,ÝSTANBUL TÝCARET ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Ýþletme,203490151,EA,English,0,5,5,,ÝSTANBUL,570.922,719.986,,,"%20,0",,264,,"%2,7","%10,2",106,"11,7",,"6,2",%,"%20,0","%80,0",,7,58
2021,ÝSTANBUL TÝCARET ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Ýþletme,203490151,EA,English,0,5,0.0,,ÝSTANBUL,---,,,,,,7,,%,"%14,3","%57,1","7,3",,,,,,,,
2023,OSTÝM TEKNÝK ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Yönetim Biliþim Sistemleri ,209110044,EA,Turkish,50,34,34,,ANKARA,458.658,597.294,,,"%32,4",,304,,"%12,8","%34,9","%74,0","6,5",,"3,5","%35,3","%67,6","%91,2",,174,274
2022,OSTÝM TEKNÝK ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Yönetim Biliþim Sistemleri ,209110044,EA,Turkish,50,25,25,,ANKARA,492.996,650.149,,,"%36,0",,361,,"%8,3","%25,2",248,"8,5",,"5,3","%24,0","%44,0","%84,0",,188,172
2021,OSTÝM TEKNÝK ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Yönetim Biliþim Sistemleri ,209110044,EA,Turkish,50,31,2,,ANKARA,449.307,642.151,,,"%0,0",,20,,%,"%10,0","%50,0","10,0",,"3,0",%,"%50,0","%100,0",,7,17
2023,OSTÝM TEKNÝK ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Ýç Mimarlýk ve Çevre Tasarýmý ,209110056,EA,Turkish,50,59,59,,ANKARA,600.283,728.652,,,"%22,0",,426,,"%11,7","%29,8","%72,1","7,2",,"4,1","%25,4","%50,8","%94,9",,126,385
2022,OSTÝM TEKNÝK ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Ýç Mimarlýk ve Çevre Tasarýmý ,209110056,EA,Turkish,50,51,51,,ANKARA,550.014,722.374,,,"%25,5",,642,,"%7,9","%25,9",412,"8,4",,"4,1","%21,6","%62,7","%94,1",,187,414
2021,OSTÝM TEKNÝK ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,Ýç Mimarlýk ve Çevre Tasarýmý ,209110056,EA,Turkish,50,51,51,,ANKARA,575.558,774.731,,,"%27,5",,138,,"%5,1","%38,4","%70,3","7,5",,"3,0","%11,8","%82,4","%98,0",,166,286
2023,ÝSTANBUL BÝLGÝ ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Ekonomi,202510573,EA,English,50,79,79,,ÝSTANBUL,533.121,572.272,,,"%19,0",,772,,"%8,0","%21,8","%65,4","8,1",,"2,7","%48,1","%73,4","%96,2",,96,834
2022,ÝSTANBUL BÝLGÝ ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Ekonomi,202510573,EA,English,50,70,70,,ÝSTANBUL,406.614,449.744,,,"%20,0",,1.113,,"%4,9","%19,0",678,"8,7",,"5,3","%11,4","%50,0","%84,3",,114,650
2021,ÝSTANBUL BÝLGÝ ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Ekonomi,202510573,EA,English,50,66,66,,ÝSTANBUL,497.988,620.124,,,"%19,7",,504,,"%3,0","%18,8","%60,9","8,9",,"4,5","%16,7","%57,6","%93,9",,77,682
2023,BAÞKENT ÜNÝVERSÝTESÝ,Ticari Bilimler Fakültesi,Yönetim Biliþim Sistemleri ,200610772,EA,Turkish,0,4,4,,ANKARA,697.662,700.521,,,"%75,0",,48,,%,"%14,6","%54,2","8,3",,"3,0",%,"%75,0","%100,0",,7,57
2022,BAÞKENT ÜNÝVERSÝTESÝ,Ticari Bilimler Fakültesi,Yönetim Biliþim Sistemleri ,200610772,EA,Turkish,0,2,2,,ANKARA,348.082,590.301,,,"%50,0",,75,,"%1,3","%13,3",36,"11,1",,"7,5",%,%,"%100,0",,6,19
2021,BAÞKENT ÜNÝVERSÝTESÝ,Ticari Bilimler Fakültesi,Yönetim Biliþim Sistemleri ,200610772,EA,Turkish,0,2,2,,ANKARA,414.058,598.769,,,"%50,0",,13,,%,"%23,1","%69,2","8,4",,"7,5",%,%,"%100,0",,9,28
2023,ÝSTANBUL GEDÝK ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yönetim Biliþim Sistemleri ,201790261,EA,Turkish,50,48,48,,ÝSTANBUL,489.580,587.624,,,"%14,6",,399,,"%11,8","%40,6","%76,4","6,6",,"2,5","%37,5","%85,4","%100,0",,173,270
2022,ÝSTANBUL GEDÝK ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yönetim Biliþim Sistemleri ,201790261,EA,Turkish,50,42,42,,ÝSTANBUL,556.118,682.602,,,"%16,7",,621,,"%11,1","%41,4",442,"7,8",,"2,7","%14,3","%85,7","%100,0",,167,304
2021,ÝSTANBUL GEDÝK ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Yönetim Biliþim Sistemleri ,201790261,EA,Turkish,50,42,22,,ÝSTANBUL,580.475,735.360,,,"%22,7",,62,,"%3,2","%30,6","%79,0","6,7",,"3,2","%9,1","%68,2","%95,5",,181,114
2023,YEDÝTEPE ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Siyaset Bilimi ve Uluslararasý Ýliþkiler,206111227,EA,English,50,66,66,,ÝSTANBUL,584.661,652.617,,,"%22,7",,432,,"%9,7","%30,6","%72,0","7,2",,"2,3","%51,5","%78,8","%98,5",,76,599
2022,YEDÝTEPE ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Siyaset Bilimi ve Uluslararasý Ýliþkiler,206111227,EA,English,50,66,66,,ÝSTANBUL,457.290,542.118,,,"%25,8",,791,,"%7,6","%22,0",482,"8,7",,"3,5","%27,3","%66,7","%95,5",,103,607
2021,YEDÝTEPE ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Siyaset Bilimi ve Uluslararasý Ýliþkiler,206111227,EA,English,50,83,83,,ÝSTANBUL,531.871,619.642,,,"%37,3",,370,,"%10,8","%30,5","%75,7","6,8",,"2,9","%42,2","%66,3","%98,8",,153,556
2023,BAÞKENT ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Psikoloji ,200611576,EA,Turkish,0,58,58,,ANKARA,713.813,710.157,,,"%34,5",,274,,"%10,6","%23,7","%66,4","8,1",,"4,5","%24,1","%50,0","%94,8",,77,677
